niprod,cod_prod,des_prod,niprov,cod_prov,rsoc,cod_prodpr,cod_barrpr,fecvig,cost_usual,cost_ext,plazo_pago,pc_pv,prec_uc,prec_uc_ext,preferido
127960,MEE-EST-01680,SOLIRIS - ECULIZUMAB 300mg/30ml - Astra zeneca,1529,GRO00025,ONCO LIFE SRL,,,25/04/2023,0,0,0,0,"6591,68","6591,68",0
128206,SOA-ALC-01792,GEL PARA ECOGRAFIAS - CAJA STANDARD - Caja x 6 Bidones x 3Kg + 2 Dosificadores 250grs - MARCA ULTRAGEL,1532,LAB00026,CABALLERO LABS SA,,,31/10/2023,0,0,0,0,"34504,14","34504,14",0
127924,DEC-DES-02681,TEST CARD DENGUE 2.0 (15-CSC09-20C)  - MARCA CHEMSTRIP,1539,LAB00027,CHEMTEST ARGENTINA SA,,,04/05/2023,0,0,0,0,"23347,5","23347,5",0
121971,DEC-PGM-02974,AMPOLLAS ETO 5CC- COD EA-005,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,02/01/2025,0,0,0,0,115368,115368,0
122137,DEC-PGM-02977,BOBINA TUBO POUCH VAPOR / OE 30CM SIN FUELLE,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,17/12/2024,0,0,0,0,88580,88580,0
122158,PME-CMI-00066,CARTUCHOS ETO 67GRS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,05/06/2024,0,0,0,0,51984,51984,0
123962,DEC-PGM-01632,CARTUCHOS ETO - 100grs - Diamentro 38mm Altura 165mm 100grs - Referencia EC-100 - Marca ETOCART,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,02/01/2025,0,0,0,0,"72640,8","72640,8",0
128139,DEC-DES-01751,CARTUCHOS ETO 67grs - Marca Efelab,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,19/12/2023,0,0,0,0,64800,64800,0
128312,DEC-DES-01841,CARTUCHOS ETO - 128grs - Diamentro 38mm Altura 165mm - Referencia EC-128 - Marca ETOCART,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,02/01/2025,0,0,0,0,88350,88350,0
128342,DEC-PFI-01848,ROLLO POUCH VAPOR 10.CM SIN FUELLE C/TEST - QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,26/12/2024,0,0,0,0,"29550,35","29550,35",0
128343,DEC-PFI-01849,ROLLO POUCH VAPOR 15.CM SIN FUELLE C/TEST - QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,26/12/2024,0,0,0,0,44325,44325,0
128346,DEC-PFI-01852,BOBINA PAPEL GRADO MEDICO 80CM X 333 MTS QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,26/12/2024,0,0,0,0,110000,110000,0
129518,DEC-PFI-02348,ROLLO POUCH VAPOR 30.CM SIN FUELLE C/TEST - QDS REF - EP-300Q,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,26/12/2024,0,0,0,0,"88580,02","88580,02",0
129647,DEC-DES-02393,CARTUCHOS ETO 67GRS - REF. EC-67 - EtoCart,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,02/01/2025,0,0,0,0,56088,56088,0
130948,DEC-PGM-02552,ROLLO POUCH VAPOR 20.CM SIN FUELLE C/TEST - QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,26/12/2024,0,0,0,0,"59171,74","59171,74",0
132585,DEC-PFI-02692,ROLLO POUCH VAPOR 7.5.CM SIN FUELLE C/TEST - QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,26/12/2024,0,0,0,0,"22233,8","22233,8",0
132638,DEC-DES-02726,CARTUCHO ETO 160 GRS - EC 160 - INSUMOS ETO,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,02/07/2024,0,0,0,0,9600,9600,0
133376,DEC-DES-03254,ROLLO CINTA TESTIGO OXIDO DE ETILENO 18mm x 50mts  - QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,18/09/2024,0,0,0,0,"5385,5","5385,5",0
133377,DEC-PGM-03255,ROLLO FILM POLIETILENO 30cm x 125mts 50MIC - ETOFILM,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,18/09/2024,0,0,0,0,29000,29000,0
133378,DEC-PGM-03256,ROLLO FILM POLIETILENO 30cm x 85mts 70MIC - ETOFILM,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,18/09/2024,0,0,0,0,29000,29000,0
133379,DEC-DES-03257,BOBINA POUCH 25CM X 200MTS S/FUELLE - QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,18/09/2024,0,0,0,0,75660,75660,0
133380,DEC-PGM-03258,BOBINA POUCH 30CM X 200MTS S/FUELLE - QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,23/12/2024,0,0,0,0,88580,88580,0
134921,DEC-PGM-03441,BOBINA POUCH 150MM X 200MTS - ETO,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,17/12/2024,0,0,0,0,44325,44325,0
134922,DEC-PGM-03442,BOBINA POUCH 200MM X 200MTS - ETO,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,17/12/2024,0,0,0,0,59171,59171,0
134974,DEC-PGM-03454,BOBINA POUCH 50MM XV200 MTS S/FUELLE QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,26/12/2024,0,0,0,0,"14775,18","14775,18",0
134975,DEC-PGM-03455,INDICADOR QUIMICO ETO - QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,26/12/2024,0,0,0,0,"10162,6","10162,6",0
134976,DEC-PGM-03456,INDICADOR QUIMICO VAPOR - QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,26/12/2024,0,0,0,0,"6823,46","6823,46",0
134977,DEC-PGM-03457,BOBINA PAPEL GRADO MEDICO 60CM X 334MTS - QDS,1551,DIS00028,INSUMOS ETO - Walter Gardella,,,26/12/2024,0,0,0,0,80000,80000,0
126104,DEC-FPO-01842,PLACA DE PETRI 90x15mm ESTERIL CODIGO APTACA 91 SG,1552,DIS00029,INVESLAB.NET de Capurro Lorena,,,22/07/2024,0,0,0,0,121088,121088,0
128776,DEC-DES-02016,PLACA DE PETRI 90x15mm Liviana ESTERIL CODIGO B/25 Marca Biograma,1552,DIS00029,INVESLAB.NET de Capurro Lorena,,,04/11/2024,0,0,0,0,128,128,0
128380,DEC-FPO-01865,TIRAS INDICADORAS - URINE STRIP URS-10H   - Referencia: 01010100262 - Marca Bioway,1557,DIS00030,CROMOION SRL,,,24/10/2024,0,0,0,0,"12125,33","12125,33",0
129114,REA-TIR02,TOXO AD COLOR X 96 DET. - MET AGLUTINACION - LAB. LEMOS,1557,DIS00030,CROMOION SRL,,,02/10/2023,0,0,0,0,"84704,8","84704,8",0
133593,LAB-INS-03298,TEST CHAGAS HAI - SEROLOGIA (AVERBACH-YANOVSKY) - LEMOS,1557,DIS00030,CROMOION SRL,,,24/10/2024,0,0,0,0,"92848,9","92848,9",0
128173,60703,EDARANOVAG 30 mg a.x 10 x 20 ml,1561,LAB0156,CELNOVA ARGENTINA S.A.,,,08/06/2023,0,0,0,0,180000,180000,0
121904,DEC-AGU-01689,CATETER I.V. JELCO Nº 22G,1562,DIS00031,AMERICAN FIURE SA,,,03/10/2024,0,0,0,0,660,660,0
121905,DEC-AGU-01687,CATETER I.V. JELCO Nº 16G,1562,DIS00031,AMERICAN FIURE SA,,,29/11/2024,0,0,0,0,"640,2","640,2",0
121906,DEC-AGU-01690,CATETER I.V. JELCO Nº 24G,1562,DIS00031,AMERICAN FIURE SA,,,29/08/2024,0,0,0,0,660,660,0
121907,DEC-AGU-01686,CATETER I.V. JELCO Nº 14G,1562,DIS00031,AMERICAN FIURE SA,,,29/11/2024,0,0,0,0,"640,2","640,2",0
121908,DEC-AGU-01688,CATETER I.V. JELCO Nº 20G,1562,DIS00031,AMERICAN FIURE SA,,,29/07/2024,0,0,0,0,660,660,0
122024,DEC-AGU-01685,CATETER I.V. JELCO Nº 18G,1562,DIS00031,AMERICAN FIURE SA,,,13/06/2024,0,0,0,0,660,660,0
123168,PME-STE-00004,SET CVC 1 LUMEN 16G 5FR 20CM - CV50016,1562,DIS00031,AMERICAN FIURE SA,,,14/07/2023,0,0,0,0,"4652,75","4652,75",0
123169,DEC-CAT-00005,SET CVC 1 LUMEN 14G 7FR 20CM - ARROW CV50014,1562,DIS00031,AMERICAN FIURE SA,,,29/11/2024,0,0,0,0,10560,10560,0
123171,PME-STE-00007,CATETER VENOSO CENTRAL 2 LUMEN 7FR 20CM 032 - CV-16702 - ARROW,1562,DIS00031,AMERICAN FIURE SA,,,29/11/2024,0,0,0,0,24000,24000,0
123174,PME-STE-00010,CATETER VENOSO CENTRAL 3 LUMEN 7FR 20CM 032 - CV-15703,1562,DIS00031,AMERICAN FIURE SA,,,13/03/2024,0,0,0,0,117000,117000,0
125189,DEC-CAT-01031,INTRODUCTOR P/MARCAPASOS C/VALVULA 8.5FR 10cm VIA LAT. + FUNDA - SI-09803 - ARROW,1562,DIS00031,AMERICAN FIURE SA,,,18/12/2024,0,0,0,0,26000,26000,0
126188,PME-INT-02615,CATETER VENOSO CENTRAL 1 LUMEN  14G 7FR - 20cms - - REFERENCIA CV-50014 - MARCA ARROW,1562,DIS00031,AMERICAN FIURE SA,,,13/05/2024,0,0,0,0,11000,11000,0
127749,PME-INT-01631,CATETER PARA MARCAPASO BIPOLAR 6fr 110cm - Referencia 06225 - Marca ARROW,1562,DIS00031,AMERICAN FIURE SA,,,14/07/2023,0,0,0,0,"53646,5","53646,5",0
128435,PME-CAN-01891,CANULA DE TRAQUEOSTOMIA VOCALAID 8mm - PORTEX,1562,DIS00031,AMERICAN FIURE SA,,,14/07/2023,0,0,0,0,"12046,85","12046,85",0
128436,PME-CAN-01892,CANULA DE TRAQUEOSTOMIA VOCALAID 7mm - PORTEX,1562,DIS00031,AMERICAN FIURE SA,,,14/07/2023,0,0,0,0,"12046,85","12046,85",0
128461,PME-INT-01903,SET CVC 2 LUMEN 12FR 20CM (HEMODIALISIS) EXTREMOS RECTO - REF.CV-15122 - MARCA ARROW,1562,DIS00031,AMERICAN FIURE SA,,,30/11/2023,0,0,0,0,62415,62415,0
128574,PME-INT-01941,CATETER PARA MARCAPASO BIPOLAR 5fr 110cm - Referencia 05225 - Marca ARROW,1562,DIS00031,AMERICAN FIURE SA,,,14/07/2023,0,0,0,0,"53646,5","53646,5",0
128575,PME-STE-01942,"TUBO ENDOTRAQUEAL CON BALON Nº 7,0 CHETT - MARCA PORTEX",1562,DIS00031,AMERICAN FIURE SA,,,14/07/2023,0,0,0,0,"373,1","373,1",0
128576,PME-STE-01943,"TUBO ENDOTRAQUEAL CON BALON Nº 7,5 CHETT - MARCA PORTEX",1562,DIS00031,AMERICAN FIURE SA,,,14/07/2023,0,0,0,0,"373,1","373,1",0
128577,PME-STE-01944,"TUBO ENDOTRAQUEAL CON BALON Nº 8,0 CHETT - MARCA PORTEX",1562,DIS00031,AMERICAN FIURE SA,,,14/07/2023,0,0,0,0,"373,1","373,1",0
128732,DEC-CAT-02004,CATETER VENOSO CENTRAL CVC 2 LUMEN 8 fr 20 cms - REF. 15802 - MARCA ARROW,1562,DIS00031,AMERICAN FIURE SA,,,30/12/2024,0,0,0,0,42000,42000,0
130949,DEC-CAT-00066,SET CVC 2 LUMEN 12FR 16CM (HEMODIALISIS) EXTREMOS RECTO - REF.CV-12122 - MARCA ARROW,1562,DIS00031,AMERICAN FIURE SA,,,15/07/2024,0,0,0,0,50000,50000,0
132520,DEC-RES-03277,SET CVC 3 LUMEN 7FR X 20 CM - MARCA ARROW ( 15703 ),1562,DIS00031,AMERICAN FIURE SA,,,13/06/2024,0,0,0,0,35000,35000,0
132880,DEC-DES-02815,CATETER PICC FM - REF. PS-01651 - 1 LUMEN - ARROW,1562,DIS00031,AMERICAN FIURE SA,,,12/12/2024,0,0,0,0,150000,150000,0
133334,DEC-CAT-03194,SET COMPLETO DE CATETERIZACION ARTERIAL  20G/22G x 5CM C/TECTNICA SELDINGER - ARROW,1562,DIS00031,AMERICAN FIURE SA,,,10/09/2024,0,0,0,0,22000,22000,0
133385,PME-INT-03268,SET DE CATETERIZACION ARTERIAL 20G X 5CM - ARROW,1562,DIS00031,AMERICAN FIURE SA,,,17/09/2024,0,0,0,0,22000,22000,0
133386,PME-INT-03269,SET DE CATETERIZACION ARTERIAL 22G X 5CM - ARROW,1562,DIS00031,AMERICAN FIURE SA,,,17/09/2024,0,0,0,0,22000,22000,0
133792,DEC-CAT-03401,CATETER I.V. JELCO N 18G PLUS (POLIURETANO),1562,DIS00031,AMERICAN FIURE SA,,,29/11/2024,0,0,0,0,660,660,0
133793,DEC-CAT-03402,CATETER I.V. JELCO N 20G PLUS (POLIURETANO),1562,DIS00031,AMERICAN FIURE SA,,,29/11/2024,0,0,0,0,660,660,0
133794,DEC-CAT-03403,CATETER I.V. JELCO N 22G PLUS (POLIURETANO),1562,DIS00031,AMERICAN FIURE SA,,,29/11/2024,0,0,0,0,660,660,0
133795,DEC-CAT-03404,CATETER I.V. JELCO N 24G PLUS (POLIURETANO),1562,DIS00031,AMERICAN FIURE SA,,,29/11/2024,0,0,0,0,660,660,0
128643,DEC-ALG-01973,APOSITO PROTECTOR TELA POST-EXTRACCION - MARCA CRIS BLAN,1573,FAB0157,APROTEL S.A.,,,25/07/2023,0,0,0,0,"1030,45","1030,45",0
10705,44576,MEZAVANT 1200 1200 mg comp.x 60,1579,DIS00034,MEDIFARM SA - SCIENZA,,,09/01/2025,0,0,0,0,"176245,57","176245,57",0
10860,49844,SAIKEL 200 200 mg comp.rec.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,03/12/2024,0,0,0,0,"355580,8238","355580,8238",0
12718,46213,FERINJECT f.a.x 1 x 10 ml,1579,DIS00034,MEDIFARM SA - SCIENZA,,,16/11/2023,0,0,0,0,"54869,265","54869,265",0
18076,49700,ALVEOXINA 1M f.pvo.est.x 30+f.a.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,16/08/2023,0,0,0,0,"111355,52","111355,52",0
19015,25093,AMINOMUX 30 mg iny.liof.f.a.x 1,1579,DIS00034,MEDIFARM SA - SCIENZA,,,01/12/2023,0,0,0,0,"4168,73","4168,73",0
19218,54735,EPCLUSA comp.rec.x 28,1579,DIS00034,MEDIFARM SA - SCIENZA,,,18/12/2023,0,0,0,0,"1901282,83","1901282,83",0
22184,52875,STELARA 45mg/0.5 ml vial+j.prell,1579,DIS00034,MEDIFARM SA - SCIENZA,,,14/11/2023,0,0,0,0,"1723649,99","1723649,99",0
22230,55828,UPTRAVI 200 mcg comp.x 140,1579,DIS00034,MEDIFARM SA - SCIENZA,,,10/04/2024,0,0,0,0,"9379530,22","9379530,22",0
26303,26304,RAPAMUNE sol.oral x 60 ml,1579,DIS00034,MEDIFARM SA - SCIENZA,,,21/05/2024,0,0,0,0,"754983,14","754983,14",0
92768,47226,MIVUTEN comp.rec.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,20/11/2024,0,0,0,0,"25553,65","25553,65",0
92858,46549,SELMIVIR comp.rec.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,05/01/2024,0,0,0,0,"11959,48","11959,48",0
92921,53547,TRIVENZ comp.rec.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,23/04/2024,0,0,0,0,"19190,63667","19190,63667",0
92946,51449,VIRONTAR N comp.rec.y ran.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,07/01/2025,0,0,0,0,"81787,69","81787,69",0
92949,34498,VIRORREVER 600 600 mg comp.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,05/01/2024,0,0,0,0,"5898,956667","5898,956667",0
92969,56148,ZEVUVIR 50 mg comp.rec.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,20/11/2024,0,0,0,0,"32271,145","32271,145",0
96706,57693,TYGARONA 250 mg comp.x 120,1579,DIS00034,MEDIFARM SA - SCIENZA,,,12/03/2024,0,0,0,0,"176159,512","176159,512",0
98233,12548,CARBOPLATINO TUTEUR 450 mg iny.liof.f.a.x 1,1579,DIS00034,MEDIFARM SA - SCIENZA,,,28/06/2024,0,0,0,0,"90368,276","90368,276",0
98243,12549,CISPLATINO TUTEUR 10 mg/20 ml f.a.x 1,1579,DIS00034,MEDIFARM SA - SCIENZA,,,19/11/2024,0,0,0,0,"29073,336","29073,336",0
98246,12551,CISPLATINO TUTEUR 50 mg/100 ml f.a.x 1,1579,DIS00034,MEDIFARM SA - SCIENZA,,,19/11/2024,0,0,0,0,"39110,654","39110,654",0
98310,52398,FOSEVA 800 mg comp.rec.x 180,1579,DIS00034,MEDIFARM SA - SCIENZA,,,05/12/2023,0,0,0,0,"60284,23","60284,23",0
98387,34618,OSPOLOT 50 mg comp.rec.x 50,1579,DIS00034,MEDIFARM SA - SCIENZA,,,19/12/2024,0,0,0,0,"289629,025","289629,025",0
98396,53746,PARITOL 5 mcg f.a. x 5,1579,DIS00034,MEDIFARM SA - SCIENZA,,,09/05/2024,0,0,0,0,"26973,82607","26973,82607",0
98399,51961,PAZOPATER 200 mg comp.rec.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,30/10/2023,0,0,0,0,"17097,015","17097,015",0
98423,52393,TENALCET 30 mg comp.rec.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,03/04/2024,0,0,0,0,"14947,82","14947,82",0
98424,52394,TENALCET 60 mg comp.rec.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,03/04/2024,0,0,0,0,"30505,4","30505,4",0
98445,55150,VAUXIMIDA 4 mg cáps.x 21,1579,DIS00034,MEDIFARM SA - SCIENZA,,,06/06/2024,0,0,0,0,"372806,19","372806,19",0
104380,54790,NORDITROPIN FLEXPRO 10 mg lapiceras prell.x1,1579,DIS00034,MEDIFARM SA - SCIENZA,,,09/01/2025,0,0,0,0,"601101,68","601101,68",0
107527,52153,NOVEX 500 500 mg vial x 1,1579,DIS00034,MEDIFARM SA - SCIENZA,,,14/02/2024,0,0,0,0,"199294,57","199294,57",0
107615,52154,REMIVIR comp.rec.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,12/04/2024,0,0,0,0,"39045,6","39045,6",0
115304,11778,SABRIL 500 mg comp.x 60,1579,DIS00034,MEDIFARM SA - SCIENZA,,,30/10/2023,0,0,0,0,"62030,2316","62030,2316",0
119582,52308,AVONEX PEN 30 mcg jga.prell.x 4,1579,DIS00034,MEDIFARM SA - SCIENZA,,,25/01/2024,0,0,0,0,"3728710,92","3728710,92",0
119978,55454,FLUNISOL 14 mg comp.rec.x 28,1579,DIS00034,MEDIFARM SA - SCIENZA,,,28/12/2023,0,0,0,0,"115005,01","115005,01",0
121728,58152,EVENITY 105mg/1.17ml j.prell.x 2,1579,DIS00034,MEDIFARM SA - SCIENZA,,,28/06/2024,0,0,0,0,"617475,885","617475,885",0
123533,58983,REKOVELLE 36mcg/1.08ml lap.prel.x1,1579,DIS00034,MEDIFARM SA - SCIENZA,,,24/11/2023,0,0,0,0,"82339,99","82339,99",0
125896,53409,SIMPLIR comp.rec.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,12/04/2024,0,0,0,0,"21297,6","21297,6",0
126333,60305,BENJOR 50 mg comp.x 30,1579,DIS00034,MEDIFARM SA - SCIENZA,,,15/09/2023,0,0,0,0,"14890,92","14890,92",0
128504,60882,DAFEX 440 mg/5 ml vial x 1,1579,DIS00034,MEDIFARM SA - SCIENZA,,,11/11/2024,0,0,0,0,"446078,7","446078,7",0
128595,60944,DARZALEX SC 1800 mg/15ml vial x 1,1579,DIS00034,MEDIFARM SA - SCIENZA,,,30/05/2024,0,0,0,0,"8207255,628","8207255,628",0
133102,62136,DECAPEPTYL RETARD 22.5mg IM semest.kitx1,1579,DIS00034,MEDIFARM SA - SCIENZA,,,06/01/2025,0,0,0,0,"1863630,2","1863630,2",0
128439,PME-INT-01894,SET CVC 2 LUMEN 12FR x20CM (HEMODIALISIS) CURVO - KFF,1584,DIS00035,KFF S.A.,,,18/08/2023,0,0,0,0,"11147,93","11147,93",0
94696,44420,MMF SANDOZ 500 mg comp.rec.x 50,1593,LAB00036,BIOSIDUS SAU,,,25/11/2024,0,0,0,0,"47786,5179","47786,5179",0
94759,47606,TACROLIMUS SANDOZ 1 mg cáps.x 100,1593,LAB00036,BIOSIDUS SAU,,,06/09/2023,0,0,0,0,"57050,78333","57050,78333",0
127661,LVS-00083,LECHE EN POLVO ENTERA INSTANTANEA FORTIFICADA CON HIERRO ZINC Y VIT C  x 1000gr - SANTA CLARA,1594,DIS00037,SANTA CLARA - FABRICA DE ALIMENTOS SANTA CLARA,,,24/10/2024,0,0,0,0,"5130,9","5130,9",0
119415,48687,FREESTYLE OPTIUM tiras p/cetonas x 10,1595,DIS00038,C&C MEDICAL SA,,,12/12/2024,0,0,0,0,"17485,528","17485,528",0
129050,DEC-DES-02139,FREESTYLE LIBRE EQUIPO READER ABBOTT,1595,DIS00038,C&C MEDICAL SA,,,18/09/2023,0,0,0,0,"14274,685","14274,685",0
129184,MEG-IAG-01791,CALCIO CLORURO PURO X 1KG - REF. 00283/010,1599,GRO00039,DROGUERIA SAPORITI S.A.C.I.F.I.A.,,,29/09/2023,0,0,0,0,6500,6500,0
129185,MEG-IAG-01792,CALCIO CARBONATO PESADO TECNICO X 1KG - REF. 00279/010,1599,GRO00039,DROGUERIA SAPORITI S.A.C.I.F.I.A.,,,29/09/2023,0,0,0,0,1200,1200,0
129186,MEG-IAG-01793,CREMA BASE HIDROSOLUBLE X 1KG - REF. 00494/010,1599,GRO00039,DROGUERIA SAPORITI S.A.C.I.F.I.A.,,,28/06/2024,0,0,0,0,"6114,82","6114,82",0
132540,3158,GEL CRIOGENO MODELADOR ROJO x 500gr,1599,GRO00039,DROGUERIA SAPORITI S.A.C.I.F.I.A.,,,28/06/2024,0,0,0,0,7000,7000,0
132541,3157,GEL CRIOGENO MODELADOR VERDE x 500 gr,1599,GRO00039,DROGUERIA SAPORITI S.A.C.I.F.I.A.,,,28/06/2024,0,0,0,0,6600,6600,0
132542,91514,SOLUCION FISIOLOGICA Gotero x 100 ml,1599,GRO00039,DROGUERIA SAPORITI S.A.C.I.F.I.A.,,,28/06/2024,0,0,0,0,"316,44","316,44",0
126608,60392,AGUA BIDESTILADA UNC a. x 100 x 5 ml,1607,LAB00040,UNIVERDIDAD NACIONAL DE CORDOBA,,,22/02/2024,0,0,0,0,"161,2","161,2",0
126611,60394,METOCLOPRAMIDA UNC a. x 100 x 2 ml,1607,LAB00040,UNIVERDIDAD NACIONAL DE CORDOBA,,,22/02/2024,0,0,0,0,"174,75","174,75",0
129249,MEG-IAG-01809,DEXMATASONA 2ML UNC,1607,LAB00040,UNIVERDIDAD NACIONAL DE CORDOBA,,,12/10/2023,0,0,0,0,"63,36","63,36",0
129250,MEG-IAG-01810,RANITIDINA 5ML - UNC,1607,LAB00040,UNIVERDIDAD NACIONAL DE CORDOBA,,,12/10/2023,0,0,0,0,"65,8","65,8",0
98109,46712,TAZADIR 100 mg f.a.x 1,1608,LAB00041,LABORATORIO ASPEN S.A.,,,12/10/2023,0,0,0,0,"113038,2","113038,2",0
120259,24823,AGRASTAT 0.25 mg/ml vial x 50 ml,1608,LAB00041,LABORATORIO ASPEN S.A.,,,21/05/2024,0,0,0,0,"194322,5707","194322,5707",0
124619,DES-DES00,PAÑAL DESCARTABLE BASICO EXTRA GRANDE X50 - COMODIN,1622,DIS0158,HISAN SA,,,14/11/2023,0,0,0,0,"6163,7","6163,7",0
129444,DEC-DES-02301,PAÑAL DESCARTABLE ADULTO BASICO GRANDE X 50U - COMODIN,1622,DIS0158,HISAN SA,,,14/11/2023,0,0,0,0,"5843,3","5843,3",0
129445,DEC-CAT-02302,"KIT DE CATETER TRANSITORIO PARA HEMODIALISIS DE 12Fr 20cm DOBLE LUMEN, EXTREMOS CURVOS - Marca: SCW",1623,DIS00042,RENALIFE S.A.,,,15/11/2023,0,0,0,0,"18181,82","18181,82",0
129457,SUS-SUS-02025,CBD 10 - Cannabidiol Solución Oral x 10ml - Cannava,1624,LAB00043,CANNABIS AVATARA SOCIEDAD DEL ESTADO,,,18/12/2024,0,0,0,0,"11056,41","11056,41",0
129915,PME-CMI-02537,SISTEMA EXTRACCION RTC TIPO EXPLANT - MARCA VILLALBA,1625,DIS00044,VILLALBA HNOS. IMPLANTES SA,,,21/03/2024,0,0,0,0,"74380,17","74380,17",0
129483,DEC-DES-02329,TUBO DE ENSAYO 16 X 150 LAB: EVERGLASS,1630,DIS00045,AGUILAR EQUIPAMIENTOS SRL - NORCES EC,,,28/11/2023,0,0,0,0,232,232,0
129484,DEC-DES-02330,TAPAS PARA TUBOS DE 16MM VERDES LAB: BOECO,1630,DIS00045,AGUILAR EQUIPAMIENTOS SRL - NORCES EC,,,28/11/2023,0,0,0,0,37,37,0
124476,PME-APC-00423,MASACARA DE OXIGENO ADULTO C/RESERVORIO Y TUB WELL LEAD R,1634,DIS00046,RUA CARLOS ISIDRO - PLASTICOS RUA,,,01/12/2023,0,0,0,0,740,740,0
129651,PME-RES-02397,"MASCARA OXIGENO ADULTO AL 100% C/ ELASTICO, TUBULADURA Y RESERVORIO - PLASTICOS RUA",1634,DIS00046,RUA CARLOS ISIDRO - PLASTICOS RUA,,,21/12/2023,0,0,0,0,740,740,0
126636,60404,SALES DE REHIDRATACION ORAL sob.x 1 x 28 g,1639,LAB00049,NOVARUM PHARMA SA,,,03/01/2024,0,0,0,0,"526,49","526,49",0
132842,SUS-SUS-02068,SALES DE REHIDRATACION ORAL sob.x 1 x 28 g SABOR FRUTADO-NOVARUM,1639,LAB00049,NOVARUM PHARMA SA,,,02/07/2024,0,0,0,0,"586,78","586,78",0
126636,60404,SALES DE REHIDRATACION ORAL sob.x 1 x 28 g,1641,GRO00050,RASIPE FARMA SRL,,,11/01/2024,0,0,0,0,"637,06","637,06",0
132842,SUS-SUS-02068,SALES DE REHIDRATACION ORAL sob.x 1 x 28 g SABOR FRUTADO-NOVARUM,1641,GRO00050,RASIPE FARMA SRL,,,11/12/2024,0,0,0,0,871,871,0
123206,PME-SUT-00042,SURGIPRO II 3-0 BLU 90 CM V26DA COD: VP-842-X MCA: COVIDIEN,1653,DIS00051,COVIDIEN ARGENTINA SA - MEDTRONIC-- SOLO COVIDIEN,,,09/12/2024,0,0,0,0,"121423,85","121423,85",0
123240,PME-SUT-00076,SURGIPRO 3-0 - 2METRIC 36 90CM BLUE - CON 2 AGUJAS V-20 -  - 26MM - MONOFILAMENT POLYPROPYLENE - REFERENCIA VP-522-X -,1653,DIS00051,COVIDIEN ARGENTINA SA - MEDTRONIC-- SOLO COVIDIEN,,,26/08/2024,0,0,0,0,"135137,62","135137,62",0
123262,PME-SUT-00098,BIOSYN 3-0 - 30 75CM 2 METRIC VIOLET CON AGUJA V-20 - GM-122,1653,DIS00051,COVIDIEN ARGENTINA SA - MEDTRONIC-- SOLO COVIDIEN,,,21/08/2024,0,0,0,0,"91710,72","91710,72",0
124474,PME-DES-00421,CERA PARA HUESO BONE WAX REF: CO1000 - COVIDIEN,1653,DIS00051,COVIDIEN ARGENTINA SA - MEDTRONIC-- SOLO COVIDIEN,,,19/11/2024,0,0,0,0,"23499,4","23499,4",0
124668,PME-SUT-00905,POLYSORB 2-0 VIOLETA 75CM AG V20 - COVIDIEN GL-123,1653,DIS00051,COVIDIEN ARGENTINA SA - MEDTRONIC-- SOLO COVIDIEN,,,05/12/2024,0,0,0,0,"89996,49","89996,49",0
