"PUBLICADO/
NO PUBLICADO",U N,LINEA,EAN,COD. DISPRO,COD. ELEA,COD. CID LATINA,REGISTRO ALFABETA,CODIGO KAIROS,PAMI,CERTIF NRO,descripcion,presentacion
PUBLICADO,P.C.,Neurociencias,7796285278496,18082,27849,3954912,52628,2426610,62804260,57348,PRINCIPIA 75 mg,Cápsulas x 60
PUBLICADO,P.C.,Neurociencias,7796285279462,17901,27946,4075701,53067,260891,64186810,57348,PRINCIPIA PRACTIDOSIS 75 MG.,Comprimidos birranurados x 30
PUBLICADO,P.C.,Fertilidad y Embarazo,7796285048761,9217,24876,3252601,18832,85321,38645010,43560,PROGEST,Cápsulas blandas x 30
PUBLICADO,P.C.,Fertilidad y Embarazo,7796285050139,4364,25013,3252602,29242,134051,48683810,43560,PROGEST 200 MG.,Cápsulas blandas x 15
PUBLICADO,P.C.,Fertilidad y Embarazo,7796285271886,14500,27188,3252603,47275,134052,57686820,43560,PROGEST 200 MG.,Cápsulas blandas x 30
PUBLICADO,P.C.,Gastro,7791848264046,1573,28178,3278702,23672,106431,4519061,47491,RABEC,10 MG. X 28 COMP. REC.
PUBLICADO,P.C.,Gastro,7791848264022,1574,28176,3278704,23674,106433,4519142,47491,RABEC,20 MG. X 28 COMP. REC.
PUBLICADO,P.C.,Cardio,7791848072139,15957,28129,3920002,49345,238213,5914682,55311,RABLOC,10 MG X 30 COMP. REC.
PUBLICADO,P.C.,Cardio,7791848072153,15959,28130,3920004,49347,238211,5914712,55311,RABLOC,20 MG X 30 COMP. REC.
PUBLICADO,OTC,OTC,7796285270407,14356,27040,3749001,42414,198721,,33309,RAPILAX,Gotas x 10 ml.
PUBLICADO,OTC,OTX,7796285270438,14355,27043,3284404,17602,36976,11340740,33309,RAPILAX,Gotas x 50 ml.
PUBLICADO,OTC,OTC,7796285287443,20168,28744,,60225,,,,RATISALIL,crema 150g
PUBLICADO,OTC,OTC,7796285286514,19491,28651,3285302,35979,165001,,,RATISALIL,CREMA X 40 GR
PUBLICADO,OTC,OTC,7796285286538,19492,28653,3285602,35977,165011,,,RATISALIL,FLEX CREMA X 40 GR
PUBLICADO,OTC,OTC,7796285286545,19497,28654,3285701,35980,96503,,,RATISALIL,GEL X 40 GR
PUBLICADO,OTC,OTC,7796285289133,20177,28913,,59270,,,,RATISALIL CBD,CREMA X 150 GR
PUBLICADO,OTC,OTC,7796285289928,21151,28992,,60457,,,,RATISALIL CBD,RATISALIL CBD CREMA TRADEPACK X 6
PUBLICADO,OTC,OTC,7796285286521,19496,28652,3285401,35983,165021,,,RATISALIL D,GEL X 40 GR
PUBLICADO,P.C.,Osteo,7796285050078,3614,25007,3296402,27835,133901,48570710,45206,REGENESIS 70 mg.,Comprimidos x 4.
PUBLICADO,P.C.,Cardio,7796285285395,19741,28539,9009432,57976    ,285741,662771-1,59280,REMIVOX ,15 MG X 28 COMP. REC.
PUBLICADO,P.C.,Cardio,7796285285418,19742,28541,9009433,57977,285742,662784-1,59280,REMIVOX ,20 MG X 28 COMP. REC.
PUBLICADO,P.C.,Cardio,7796285285388,21777,28538,,62064,,,,REMIVOX ,10 MG X 10 COMP. REC.
PUBLICADO,P.C.,Cardio,7796285292164,21778,29216,,62065,,,,REMIVOX ,10 MG X 30 COMP. REC.
PUBLICADO,P.C.,Neurociencias,7796285050511,9410,25051,3305008,31912,144178,51138910,43332,"RESTELEA 0,50 MG.",Comprimidos x 20
PUBLICADO,P.C.,Neurociencias,7796285050528,8595,25052,3305001,31811,144171,50762410,43332,RESTELEA 1 MG.,Comprimidos x 20
PUBLICADO,P.C.,Neurociencias,7796285050535,8590,25053,3305002,31812,144172,50762420,43332,RESTELEA 1 MG.,Comprimidos x 60
PUBLICADO,P.C.,Neurociencias,7796285050542,8591,25054,3305003,31813,144173,50763110,43332,RESTELEA 2 MG.,Comprimidos x 20
PUBLICADO,P.C.,Neurociencias,7796285050559,8592,25055,3305004,31814,144174,50763120,43332,RESTELEA 2 MG.,Comprimidos x 60
PUBLICADO,P.C.,Neurociencias,7796285050566,8593,25056,3305005,31815,144175,50764510,43332,RESTELEA 3 MG.,Comprimidos x 20
PUBLICADO,P.C.,Neurociencias,7796285050573,8594,25057,3305006,31816,144176,50764520,43332,RESTELEA 3 MG.,Comprimidos x 60
PUBLICADO,P.C.,Vías Respiratorias,7795373011489,21343,29199,,29510,,,,RINO - B,NEBU GOTAS PARA NEBULIZAR X 20 ML
PUBLICADO,P.C.,Vías Respiratorias,7795373011557,21342,29200,,36400,,,,RINO - B,AEROSOL NASAL 100 MCG X 100 DOSIS
PUBLICADO,P.C.,Vías Respiratorias,7795373011519,21340,29202,,22488,,,,RINO - B,AEROSOL NASAL 50 MCG X 200 DOSIS
PUBLICADO,P.C.,Vías Respiratorias,7795373011151,21341,29201,,49170,,,,RINO - B,NEBU GOTAS P/NEB. X 20 ML + DILUYENTE
PUBLICADO,P.C.,Cardio,7796285285432,19913,28543,,59273,,,,RISTONEL 100 MG ,comprimidos x 30
PUBLICADO,P.C.,Cardio,7796285285449,19912,28544,,59274,,,,RISTONEL 100 MG ,comprimidos x 60
PUBLICADO,P.C.,Cardio,7796285285456,19914,28545,,59269,,,,RISTONEL 200 MG ,comprimidos x 60
PUBLICADO,P.C.,Cardio,7796285285425,19911,28542,,59272,,,,RISTONEL 50 MG ,comprimidos x 30
PUBLICADO,P.C.,Vías Respiratorias,7791848360014,12220,28205,3325901,39877,186361,5619841,53646,ROLAST,10 MG. X 30 COMP. REC.      
PUBLICADO,P.C.,Vías Respiratorias,7791848358011,12223,28203,3325902,39878,186362,5619971,53646,ROLAST,4 MG. X 30 COMP. MAST.      
PUBLICADO,P.C.,Vías Respiratorias,7791848359018,12225,28204,3325903,39879,186363,5620001,53646,ROLAST,5 MG. X 30 COMP. MAST.      
PUBLICADO,OTC,OTC,7798033000038,13722,12000,3336103,6342,38363,,19003664-1,SACARINA,Tabletas. Frasco por  1000
PUBLICADO,OTC,OTC,7798033000021,13721,12001,3336102,6341,38362,,19003664-1,SACARINA,Tabletas. Frasco por  500 
PUBLICADO,P.C.,Anticoncepcion,7796285049768,3197,24976,3353801,26278,119851,,48723,SECRET 28,Comprimidos x 28
PUBLICADO,P.C.,Anticoncepcion,7796285053369,13009,25336,3353902,43006,201731,,49233,SECUFEM 1.5 MG.,Comprimidos x 1
PUBLICADO,P.C.,Neurociencias,7796285054663,13591,25466,3726302,45042,212072,54163910,52102,SIMINA 10 MG.,Comprimidos recub. x 14
PUBLICADO,P.C.,Neurociencias,7796285054670,13592,25467,3726303,45043,212073,54163920,52102,SIMINA 10 MG.,Comprimidos recub. x 28
PUBLICADO,P.C.,Neurociencias,7796285054656,13590,25465,3726301,45041,212071,54161310,52102,SIMINA 5 MG,Comprimidos recub. x 14
PUBLICADO,P.C.,Neurociencias,7796285275204,17945,27520,3726305,49475,212074,54161320,52102,SIMINA 5 MG,Comprimidos recub. x 28
PUBLICADO,P.C.,Osteo,7796285054199,14958,25419,3716001,44844,211231,58791310,55124,SIMPLA,Fco ampolla de 100 ml/5 mg.
PUBLICADO,P.C.,Anticoncepcion,7796285283247,19363,28324,9007900,56741,280471,,,SLINDA,COMP X 24+4
PUBLICADO,P.C.,Urología,7796285279615,17896,27961,4081701,53149,261711,63170010,57527,SULOS,Cápsulas x 30
PUBLICADO,OTC,OTC,7796285200589,20020,20058,,59367,,,,SUPOSIT. GLICERINA,Cortos p/Adultos. Estuche x 10
PUBLICADO,OTC,OTC,7796285200572,20021,20057,,59368,,,,SUPOSIT. GLICERINA,Cortos p/Infantes. Estuche x 10
PUBLICADO,P.C.,Neurociencias,7791848036018,7774,28103,3447803,6518,42331,2827151,36229,TANAKAN,COMP. REC.  X  30              
PUBLICADO,P.C.,Neurociencias,7791848036025,7775,28104,3447804,6519,42332,2827152,36229,TANAKAN,COMP. REC.  X  60              
PUBLICADO,P.C.,Neurociencias,7791848036209,4883,28106,3447902,30104,42343,3018882,36229,TANAKAN FORTE,COMP. REC. X 15
PUBLICADO,P.C.,Neurociencias,7791848036056,7780,28105,3447903,6523,42341,3018881,36229,TANAKAN FORTE,COMP. REC. X 30 
PUBLICADO,OTC,OTC,7798140251194,20191,28962,3453901,12589,,,,tea test,Envase x 1
PUBLICADO,OTC,OTC,7796285251062,6906,25106,3465701,34454,156825,,50417,TERFIN CREMA,Pomo x 15 grs.
PUBLICADO,OTC,OTC,7796285278731,17686,27873,3465705,52948,156826,,50417,TERFIN SPRAY,Envase x 75 ml.
PUBLICADO,P.C.,Vitaminas,7796285279776,18091,27977,4089601,53333,262741,,58209,TESTRI,Solución oral x 2 ml
PUBLICADO,P.C.,Vitaminas,7796285283339,19646,28333,9009694,58092,,660897-1,58209,TESTRI CB,100.000 UI Cáps. x 1
PUBLICADO,P.C.,Vitaminas,7796285283346,19647,28334,9009695,58093,,660897-2,58209,TESTRI CB,100.000 UI Cáps. x 3
PUBLICADO,P.C.,Cardio,7796285283452,19551,28345,9009134,57586,284301,57586,658239-1,TICAZAN,90 mg x 30 comp.
PUBLICADO,P.C.,Cardio,7796285283445,19552,28344,9009135,57587,284302,57587,658239-2,TICAZAN,90 mg x 60 comp.
PUBLICADO,P.C.,Cardio,7795326000874,21988,29780,,,,,,TRASTOCIR,TRASTOCIR 100 MG CPR X 30
PUBLICADO,P.C.,Cardio,7795342000063,21989,29781,,,,,,TRASTOCIR,TRASTOCIR 100 MG X 60 CPR
PUBLICADO,P.C.,Cardio,7795342000056,21987,29779,,,,,,TRASTOCIR,TRASTOCIR 50 MG X 60 CPR
PUBLICADO,P.C.,Cardio,7795326000867,21986,29777,,,,,,TRASTOCIR,TRASTOCIR  50 MG CPR X 30
PUBLICADO,P.C.,Cardio,7791848251367,18655,25136,3512002,33900,154712,52343220,51341,TRILIP,10 MG. COMP. x 30
PUBLICADO,OTC,OTC,7796285282998,19165,28299,9007702,56674,243902,,,USUALIX,Gotas x 10 ml
PUBLICADO,P.C.,Cardio,7796285278977,17847,27897,3567207,52764,146179,51235520,50821,"VERATEN 12,5 MG.",Comprimidos x 30
PUBLICADO,P.C.,Cardio,7796285278984,17850,27898,3567208,52767,1461710,51236030,50821,VERATEN 25 MG.,Comprimidos x 30
PUBLICADO,P.C.,Cardio,7796285278953,17849,27895,3567209,52761,146177,52344830,50821,"VERATEN 3,125 MG.",Comprimidos x 30
PUBLICADO,P.C.,Cardio,7796285278960,17852,27896,3567210,52762,146178,51234120,50821,"VERATEN 6,25 MG.",Comprimidos x 30
PUBLICADO,P.C.,Cardio,7796285278809,17845,27880,3567305,52769,202605,58305520,50821,VERATEN UD 10 MG.,Cápsulas x 30
PUBLICADO,P.C.,Cardio,7796285278816,17848,27881,3567306,52770,202606,58306820,50821,VERATEN UD 20 MG.,Cápsulas x 30
PUBLICADO,P.C.,Cardio,7796285278823,17851,27882,3567307,52772,202608,58307120,50821,VERATEN UD 40 MG.,Cápsulas x 30
PUBLICADO,P.C.,Cardio,7796285278830,17846,27883,3567308,52775,202607,58308420,50821,VERATEN UD 80 MG.,Cápsulas x 30
PUBLICADO,P.C.,Neurociencias,7791848043030,7801,28108,3582601,7636,46731,0817872,33100,VIROSOL,X 10 COMP.   
PUBLICADO,P.C.,Neurociencias,7791848043023,14154,28107,3582602,46782,46732,0817873,33100,VIROSOL,X 30 COMP.   
PUBLICADO,P.C.,Visual,7796285255145,13700,25514,3683701,43809,205261,58526810,54975,VISUCLAR,FRASCO GOTERO x 10 ML
PUBLICADO,P.C.,Visual,7791824117311,16612,27754,,0,,,,XALACOM,"Sol Oft x 2,5 ml"
PUBLICADO,P.C.,Visual,7791824117595,16611,27753,,0,,,,XALATAN,"Sol Oft x 2,5 ml"
PUBLICADO,P.C.,Neurociencias,7798173340261,20996,28801,,0,,,,XEOMIN,100 vi.pvo.fco x 1
PUBLICADO,P.C.,Cardio,7796285271787,14607,27178,3621001,20599,91701,42808810,46281,ZARATOR 10 MG.,Comp. recubiertos. Estuche x 30
PUBLICADO,P.C.,Cardio,7796285271794,14608,27179,3621002,28214,91703,42808820,46281,ZARATOR 10 MG.,Comp.recubiertos. Estuche x 60
PUBLICADO,P.C.,Cardio,7796285271817,14610,27181,3621004,28215,91704,42809620,46281,ZARATOR 20 MG.,Comp. recubiertos. Estuche x 60
PUBLICADO,P.C.,Cardio,7796285271800,14609,27180,3621003,20600,91702,42809610,46281,ZARATOR 20 MG.,Comp.recubiertos. Estuche x 30
PUBLICADO,P.C.,Cardio,7796285271824,14611,27182,3621005,29968,91705,42810310,46281,ZARATOR 40 MG.,Comp. recubiertos. Estuche x 30
PUBLICADO,P.C.,Cardio,7796285272678,14664,27267,3846101,47816,227221,59171310,55296,ZARATOR PLUS 10/10,Comprimidos x 30
PUBLICADO,P.C.,Cardio,7796285272685,14665,27268,3846102,47817,227222,59172610,55296,ZARATOR PLUS 20/10,Comprimidos x 30
PUBLICADO,P.C.,Neurociencias,7792690022723,6279,22272,3621101,6356,47661,7867710,28531,ZARONTIN,Cápsulas.  Frasco por 25
PUBLICADO,P.C.,Neurociencias,7792690022716,6280,22271,3621102,6357,47662,7819810,28531,ZARONTIN,Líquido.  Frasco por 120 ml
PUBLICADO,P.C.,Cardio,7796285284411,19436,28441,9008747,57294,283291,657639-1,,ZATIUM,50 MG COMP X 30
PUBLICADO,P.C.,Cardio,7796285284428,19432,28442,9008748,57293,283292,657639-2,,ZATIUM,50 MG COMP X 60
PUBLICADO,P.C.,Cardio,7796285284480,19433,28448,9008751,57296,283305,658297-1,,ZATIUM MET,50/1000 MG COMP X 30
PUBLICADO,P.C.,Cardio,7796285284497,19429,28449,9008754,57295,283306,658297-2,,ZATIUM MET,50/1000 MG COMP X 60
PUBLICADO,P.C.,Cardio,7796285284435,19435,28443,9008749,57300,283301,658271-1,,ZATIUM MET,50/500 MG COMP X 30
PUBLICADO,P.C.,Cardio,7796285284442,19431,28444,9008752,57299,283302,658271-2,,ZATIUM MET,50/500 MG COMP X 60
PUBLICADO,P.C.,Cardio,7796285284459,19434,28445,9008750,57298,283303,658284-1,,ZATIUM MET,50/850 MG COMP X 30
PUBLICADO,P.C.,Cardio,7796285284473,19430,28447,9008753,57297,283304,658284-2,,ZATIUM MET,50/850 MG COMP X 60
PUBLICADO,P.C.,Visual,7796285255169,13702,25516,3628302,36159,165772,53058410,51699,ZOPIROL,0.50% SOL.OFT. x 5 ML
PUBLICADO,P.C.,Visual,7796285255176,13703,25517,3628401,40713,189831,54377110,52504,ZOPIROL DM,SOL. OFT. x 5 ML.
