descripcion_proveedor,descripcion_match,similitud
neutop 25 miligramos comprimidos recubiertos  28,mosar 25 miligramos comprimidos recubierto  30,0.8850122
neutop 25 miligramos comprimidos recubiertos  56,mosar 25 miligramos comprimidos recubierto  60,0.88513273
neutop 25 miligramos comprimidos recubiertos  56,mosar 25 miligramos comprimidos recubierto  30,0.8845504
neutop 25 miligramos comprimidos recubiertos  56,mosar 25 miligramos comprimidos recubierto  20,0.88451284
neutop 50 miligramos comprimidos recubiertos  28,doxtran 50 miligramos comprimidos recubierto  100,0.87623286
neutop 50 miligramos comprimidos recubiertos  28,doxtran 50 miligramos comprimidos recubierto  20,0.8758447
neutop 50 miligramos comprimidos recubiertos  28,teosona 200 miligramos dividosis comprimidos  50,0.8758123
neutop 50 miligramos comprimidos recubiertos  56,teosona 200 miligramos dividosis comprimidos  50,0.87629133
neutop 50 miligramos comprimidos recubiertos  56,teosona 300 miligramos dividosis comprimidos  50,0.8761504
neutop 50 miligramos comprimidos recubiertos  56,doxtran 50 miligramos comprimidos recubierto  100,0.8759225
nifed solucion 30 miligramos  30 comprimidos rec lib cont,olane 20 miligramos comprimidos recubierto  30,0.870564
nifed solucion 30 miligramos  30 comprimidos rec lib cont,mosar 25 miligramos comprimidos recubierto  30,0.86973506
nifed solucion 30 miligramos  30 comprimidos rec lib cont,idesole 30 miligramos comprimidos recubierto  20,0.86764246
nifed solucion 60 miligramos  30 comprimidos rec lib cont,idesole 30 miligramos comprimidos recubierto  60,0.9677701
nifed solucion 60 miligramos  30 comprimidos rec lib cont,fingras 60 miligramos capsulas  30,0.90352994
nifed solucion 60 miligramos  30 comprimidos rec lib cont,olane 20 miligramos comprimidos recubierto  30,0.8721502
nopucid iver spray  60 mililitros,pervino  solbucofar  60 mililitros,0.947626
nopucid iver spray  60 mililitros,dresan jarabe  60 mililitros,0.9367841
nopucid iver spray  60 mililitros,neumoterol pediatrico capsulas  60 aplic,0.93106586
nopucid kit ahorro nopucid kit ahorro,pervino  solucion 10% botella  1 litro phoeni  botella  1 litro,0.706345
nopucid kit ahorro nopucid kit ahorro,intal bucal y nasal spinhaler bucal,0.6973224
nopucid kit ahorro nopucid kit ahorro,rinisona bronquial con aerocamara 125 microgramo aer  120 dosis,0.69678134
nopucid locion envase  65 mililitros,pervino  antiseptico bucal extra mint  65 mililitros,0.9590176
nopucid locion envase  65 mililitros,pervicol gel manzana roja  65 mililitros,0.9436117
nopucid locion envase  65 mililitros,pervicol gel manzana verde  65 mililitros,0.94200486
nopucid repelente spray  80 mililitros,plenovit vitamina e adcomp  80,0.90787745
nopucid repelente spray  80 mililitros,rudoxil crema 80 miligramos capsulas  28,0.85824597
nopucid repelente spray  80 mililitros,ciclete  80 microgramo inhaldosis  60,0.83738494
nopucid shampoo uso diario frasco  200 mililitros,pervino  quirurgico envase  200 mililitros,0.9411791
nopucid shampoo uso diario frasco  200 mililitros,pervino  soltpica  200 mililitros,0.898862
nopucid shampoo uso diario frasco  200 mililitros,pervino  shampoo  200 mililitros,0.8898051
nopucid touch aerosol  145 mililitros,pervisept aerosol aerosol  150 mililitros,0.7762155
nopucid touch aerosol  145 mililitros,pervicol gel  65 mililitros,0.75849503
nopucid touch aerosol  145 mililitros,pervicol pomo gel  123 mililitros,0.7583654
nopucid tribit locion ahorro  120 mililitros,causalon ibu susporal  120 mililitros,0.9490551
nopucid tribit locion ahorro  120 mililitros,loreme  jarabe  120 mililitros,0.9466592
nopucid tribit locion ahorro  120 mililitros,mucome  jarabe  120 mililitros,0.9399613
oldinot 10 miligramos comprimidos  30,dafe  10 miligramos comprimidos  30,0.9807478
oldinot 10 miligramos comprimidos  30,acotral 10 miligramos comprimidos  30,0.9786204
oldinot 10 miligramos comprimidos  30,loreme  antialergico 10 miligramos comprimidos  30,0.9617812
oldinot 5 miligramos comprimidos  30,rabloc 5 miligramos comprimidos  30,0.97384566
oldinot 5 miligramos comprimidos  30,dafe  5 miligramos compdispers  30,0.9693092
oldinot 5 miligramos comprimidos  30,nefagrel 5 miligramos comprimidos  30,0.9362269
oldinot duo 14 comprimidos  30,idesole 100 comprimidos  30,0.87306273
oldinot duo 14 comprimidos  30,normital 25 miligramos comprimidos  30,0.8696411
oldinot duo 14 comprimidos  30,rabloc 5 miligramos comprimidos  30,0.86813116
oldinot duo comprimidos  30,mosar enzimatico comprimidos  30,0.9681231
oldinot duo comprimidos  30,fioton comprimidos recubierto  30,0.9611343
oldinot duo comprimidos  30,akatinol comprimidos  30,0.9601133
olopat solucion oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.9081861
olopat solucion oft  5 mililitros,dafe  5 miligramos compdispers  30,0.84143645
olopat solucion oft  5 mililitros,rabloc 5 miligramos comprimidos  30,0.83982176
olopat f solucion oft  25 mililitros,causalon gotas  25 mililitros,0.95632184
olopat f solucion oft  25 mililitros,pulsar gotas  25 mililitros,0.95234597
olopat f solucion oft  25 mililitros,respisol spray nasal  25 mililitros,0.90819263
omate  20 miligramos jeringa prellenada  10,acotral 10 miligramos comprimidos  20,0.96031225
omate  20 miligramos jeringa prellenada  10,olane 20 miligramos comprimidos recubierto  10,0.95671666
omate  20 miligramos jeringa prellenada  10,omate  20 miligramos jeringa prellenada  2,0.8984258
omate  40 miligramos jeringa prellenada  10,omate  40 miligramos jeringa prellenada  2,0.89844346
omate  40 miligramos jeringa prellenada  10,omate  40 miligramos jeringa prellenada  1,0.8980282
omate  40 miligramos jeringa prellenada  10,omate  100 miligramos jeringa prellenada  10,0.89675105
omate  40 miligramos jeringa prellenada  2,omate  40 miligramos jeringa prellenada  2,1.0000002
omate  40 miligramos jeringa prellenada  2,omate  40 miligramos jeringa prellenada  1,0.898881
omate  40 miligramos jeringa prellenada  2,omate  20 miligramos jeringa prellenada  2,0.8983313
omate  60 miligramos jeringa prellenada  10,rabloc 10 miligramos comprimidos  60,0.9499029
omate  60 miligramos jeringa prellenada  10,omate  100 miligramos jeringa prellenada  10,0.896248
omate  60 miligramos jeringa prellenada  10,rudoxil crema 10 miligramos capsulas  28,0.85895044
omate  80 miligramos jeringa prellenada  10,omate  100 miligramos jeringa prellenada  10,0.8962353
omate  80 miligramos jeringa prellenada  10,rudoxil crema 10 miligramos capsulas  28,0.85798097
omate  80 miligramos jeringa prellenada  10,rudoxil crema 80 miligramos capsulas  28,0.8554319
osiris solucion oft  10 mililitros,doxtran gesic comprimidos recubierto  10,0.9435982
osiris solucion oft  10 mililitros,doxtran flex comprimidos recubierto  10,0.93475467
osiris solucion oft  10 mililitros,modernel gotas  10 mililitros,0.93174446
ovumi  ovulos  6,doxtran b 12 inyeccion frasco ampolla  6,0.7709977
ovumi  ovulos  6,xanol 6 microgramo capsulas  60,0.7631449
ovumi  ovulos  6,xanol 6 microgramo capsulas  30,0.762896
ovumi  ma  cpsulas blandas vaginales  7,akatinol 20 miligramos comprimidos  7,0.8300954
ovumi  ma  cpsulas blandas vaginales  7,mezine xr 375 miligramos comprimidos  7,0.8265918
ovumi  ma  cpsulas blandas vaginales  7,misile 500 miligramos comprimidos recubierto  7,0.822902
paraclim comprimidos  30,flebitol comprimidos  30,0.96839964
paraclim comprimidos  30,cvp cellulite comprimidos  30,0.9569141
paraclim comprimidos  30,plenovit melatonina comprimidos  30,0.9430142
paraclim 125 miligramos comprimidos  30,olane xr 125 miligramos comprimidos  30,0.9727176
paraclim 125 miligramos comprimidos  30,acotral 10 miligramos comprimidos  30,0.8820985
paraclim 125 miligramos comprimidos  30,palite  100 miligramos comprimidos  30,0.8818518
pervicol gel incoloro  100 mililitros 90 gramos,pervino  soltpica  100 mililitros,0.857795
pervicol gel incoloro  100 mililitros 90 gramos,omate  100 miligramos jeringa prellenada  10,0.8547404
pervicol gel incoloro  100 mililitros 90 gramos,allopurinol phoeni  300 miligramos capsulas  100,0.8503412
pervicol gel incoloro  250 mililitros 225 gramos,pervicol gel manzvercv  250 mililitros,0.86659676
pervicol gel incoloro  250 mililitros 225 gramos,impedil 250 miligramos comprimidos  20,0.85322505
pervicol gel incoloro  250 mililitros 225 gramos,rinisona bronquial 250 microgramo aer  120 dosis,0.8520505
pervicol gel incoloro  500 mililitros 450 gramos,impedil 500 miligramos comprimidos  20,0.8505606
pervicol gel incoloro  500 mililitros 450 gramos,safoxen 500 miligramos comprimidos  10,0.84627074
pervicol gel incoloro  500 mililitros 450 gramos,causalon 500 miligramos comprimidos  20,0.8373968
pervicol gel incoloro  65 mililitros 585 gramos,pervicol gel manzana roja  65 mililitros,0.8684084
pervicol gel incoloro  65 mililitros 585 gramos,pervicol gel limn  65 mililitros,0.86800236
pervicol gel incoloro  65 mililitros 585 gramos,pervicol gel manzana verde  65 mililitros,0.86318076
pervino  incoloro solucin  60 mililitros,pervino  solbucofar  60 mililitros,0.9670139
pervino  incoloro solucin  60 mililitros,neumoterol pediatrico capsulas  60 aplic,0.94452757
pervino  incoloro solucin  60 mililitros,mosar enzimatico comprimidos  60,0.94257677
pervino  incoloro spray  40 mililitros,feparil gel pomo  40 gramos,0.9411705
pervino  incoloro spray  40 mililitros,pervicol toallas toallas antibacter  40,0.93708086
pervino  incoloro spray  40 mililitros,pulsar reflu  comprimidos  40,0.93008834
pervino  incoloro spray  60 mililitros,pervino  solbucofar  60 mililitros,0.9597713
pervino  incoloro spray  60 mililitros,neumoterol pediatrico capsulas  60 aplic,0.944121
pervino  incoloro spray  60 mililitros,neumoterol pediatrico capsulas  60 saplicador,0.9396633
pervino  jabesphumec  240 mililitros,pervino  antiseptico bucal fruit  240 mililitros,0.9687592
pervino  jabesphumec  240 mililitros,pervino  antiseptico bucal fresh mint  240 mililitros,0.9603022
pervino  jabesphumec  240 mililitros,pervino  antiseptico bucal extra mint  240 mililitros,0.9590748
pervino  jabesplimon  240 mililitros,pervino  antiseptico bucal fruit  240 mililitros,0.966475
pervino  jabesplimon  240 mililitros,pervino  antiseptico bucal fresh mint  240 mililitros,0.96529037
pervino  jabesplimon  240 mililitros,pervino  antiseptico bucal extra mint  240 mililitros,0.95747644
pervino  jabesptrad  240 mililitros,pervino  antiseptico bucal fresh mint  240 mililitros,0.9700084
pervino  jabesptrad  240 mililitros,pervino  antiseptico bucal fruit  240 mililitros,0.968676
pervino  jabesptrad  240 mililitros,pervino  antiseptico bucal extra mint  240 mililitros,0.961609
pervino  solucin  60 mililitros,pervino  solbucofar  60 mililitros,0.965831
pervino  solucin  60 mililitros,neumoterol pediatrico capsulas  60 aplic,0.94323003
pervino  solucin  60 mililitros,neumoterol pediatrico capsulas  60 saplicador,0.94018745
pervino  solucin  120 mililitros,mucome  jarabe  120 mililitros,0.96726817
pervino  solucin  120 mililitros,cvpduo jarabe  120 mililitros,0.9489482
pervino  solucin  120 mililitros,causalon ibu susporal  120 mililitros,0.94887793
pervino  campo quirur 1 ampolla  26 mililitros,omate  40 miligramos jeringa prellenada  1,0.85514194
pervino  campo quirur 1 ampolla  26 mililitros,proterenal inyeccion lioffa  1,0.8501744
pervino  campo quirur 1 ampolla  26 mililitros,mosar 1% pvopsusporal  60 mililitros,0.84286165
pervino  clorhexidina  200 mililitros,pervino  soltpica  200 mililitros,0.94979113
pervino  clorhexidina  200 mililitros,cvp cellulite gel crema  200 mililitros,0.94462967
pervino  clorhexidina  200 mililitros,pervino  shampoo  200 mililitros,0.9425284
pervino  clorhexidina  500 mililitros,safoxen 500 miligramos comprimidos  10,0.8448265
pervino  clorhexidina  500 mililitros,impedil 500 miligramos comprimidos  20,0.8372329
pervino  clorhexidina  500 mililitros,causalon 500 miligramos comprimidos  20,0.82738
pervino  jabn liquido  60 mililitros,pervino  solbucofar  60 mililitros,0.9469425
pervino  jabn liquido  60 mililitros,plenovit magnesioc comprimidos  60,0.93113095
pervino  jabn liquido  60 mililitros,dresan jarabe  60 mililitros,0.92820895
pervino  jabn liquido  1 litro,proterenal inyeccion lioffa  1,0.9178184
pervino  jabn liquido  1 litro,micranil inyectable  1,0.87796324
pervino  jabn liquido  1 litro,xeomin 100 ui vial  1,0.8068709
pervino  jabn liquido  120 mililitros,causalon ibu susporal  120 mililitros,0.9592102
pervino  jabn liquido  120 mililitros,mucome  jarabe  120 mililitros,0.94376814
pervino  jabn liquido  120 mililitros,loreme  jarabe  120 mililitros,0.94251025
pervino  jabn liquido  250 cv,pervicol gel manzvercv  250 mililitros,0.9296178
pervino  jabn liquido  250 cv,usar fibras frasco  250 mililitros,0.9263695
pervino  jabn liquido  250 cv,agiofibras gran  250 gramos,0.9094507
pervino  jabon solido 15 grs envase  20,rabloc 20 miligramos comprimidos  15,0.9339529
pervino  jabon solido 15 grs envase  20,mextran 15 miligramos compran  20,0.9214503
pervino  jabon solido 15 grs envase  20,olmec 20 miligramos comprimidos  15,0.9106866
pervino  jabon slido  100 gramos,pervino  soltpica  100 mililitros,0.9564488
pervino  jabon slido  100 gramos,pervino  shampoo  100 mililitros,0.9424991
pervino  jabon slido  100 gramos,cutidermin pvotalq  100 gramos,0.94127977
pervino  prequir bote  500 mililitros,misile 500 miligramos comprimidos recubierto  7,0.86326486
pervino  prequir bote  500 mililitros,causalon 500 miligramos comprimidos  20,0.854122
pervino  prequir bote  500 mililitros,impedil 500 miligramos comprimidos  20,0.8516055
pervino  solucin  1 l,proterenal inyeccion lioffa  1,0.9432944
pervino  solucin  1 l,micranil inyectable  1,0.9072792
pervino  solucin  1 l,omate  40 miligramos jeringa prellenada  1,0.8324945
pervino  solucin  250 cv,pervicol gel manzvercv  250 mililitros,0.93599206
pervino  solucin  250 cv,usar fibras frasco  250 mililitros,0.9274252
pervino  solucin  250 cv,agiofibras gran  250 gramos,0.91931903
pervino  clorhexidina alcoholica 60 mililitros,pervino  solbucofar  60 mililitros,0.9642209
pervino  clorhexidina alcoholica 60 mililitros,neumoterol pediatrico capsulas  60 aplic,0.9447206
pervino  clorhexidina alcoholica 60 mililitros,neumoterol pediatrico capsulas  60 saplicador,0.9383937
pervino  clorhexidina alcoholica 250 mililitros,usar fibras frasco  250 mililitros,0.96006125
pervino  clorhexidina alcoholica 250 mililitros,pervicol gel manzvercv  250 mililitros,0.9548433
pervino  clorhexidina alcoholica 250 mililitros,agiofibras gran  250 gramos,0.91399395
pervino  clorhexidina alcoholica 500 mililitros,impedil 500 miligramos comprimidos  20,0.85113615
pervino  clorhexidina alcoholica 500 mililitros,safoxen 500 miligramos comprimidos  10,0.8502431
pervino  clorhexidina alcoholica 500 mililitros,misile 500 miligramos comprimidos recubierto  7,0.84347403
pervino  anestsico spray  40 mililitros,pulsar enzimatico comprimidos  40,0.9406929
pervino  anestsico spray  40 mililitros,feparil gel pomo  40 gramos,0.9386925
pervino  anestsico spray  40 mililitros,pervicol toallas toallas antibacter  40,0.93795455
petrium 4 miligramos cpsulas  30,rolast nios 4 miligramos sobgran  30,0.9510589
petrium 4 miligramos cpsulas  30,doxolbran 4 miligramos comprimidos  30,0.9425711
petrium 4 miligramos cpsulas  30,fingras 60 miligramos capsulas  30,0.8579757
petrium 8 miligramos cpsulas  30,fingras 60 miligramos capsulas  30,0.85741854
petrium 8 miligramos cpsulas  30,fingras 120 miligramos capsulas  30,0.8548151
petrium 8 miligramos cpsulas  30,acotral 10 miligramos comprimidos  30,0.85390735
ph lagrimas solucion oft  15 mililitros,megale  comprimidos recubierto  15,0.8982643
ph lagrimas solucion oft  15 mililitros,teosona solucion comprimidos  15,0.8854683
ph lagrimas solucion oft  15 mililitros,tanakan grag  15,0.82455945
ph lagrimas gel gel  10 mililitros,doxtran gesic comprimidos recubierto  10,0.9222811
ph lagrimas gel gel  10 mililitros,doxtran flex comprimidos recubierto  10,0.9207779
ph lagrimas gel gel  10 mililitros,modernel gotas  10 mililitros,0.91434395
polyple  susp oft  5 mililitros,clare  compuesto solucion oftalmica  5 mililitros,0.8965915
polyple  susp oft  5 mililitros,dafe  5 miligramos compdispers  30,0.8455172
polyple  susp oft  5 mililitros,emivo  8 miligramos a  5,0.83683944
ponstil forte comprimidos estuche por 100,causalon ibu susporal  100 mililitros,0.92463523
ponstil forte comprimidos estuche por 100,plenovit vitamina c adcompmast  100,0.9215833
ponstil forte comprimidos estuche por 100,pervino  soltpica  100 mililitros,0.90296286
ponstil forte comprimidos estuche por 15,megale  comprimidos recubierto  15,0.9508082
ponstil forte comprimidos estuche por 15,teosona solucion comprimidos  15,0.9382761
ponstil forte comprimidos estuche por 15,idesole plus comprimidos  15,0.88160497
ponstil forte comprimidos estuche por 30,kalter forte comprimidos recubierto  30,0.95686656
ponstil forte comprimidos estuche por 30,plenovit vitamina e adcomp  30,0.94621164
ponstil forte comprimidos estuche por 30,mosar enzimatico comprimidos  30,0.9449589
ponstin 4% susp oral frasco  100 mililitros,doxolbran 4 miligramos comprimidos  30,0.85714823
ponstin 4% susp oral frasco  100 mililitros,allopurinol phoeni  300 miligramos capsulas  100,0.84736687
ponstin 4% susp oral frasco  100 mililitros,nefazan 300 miligramos comprimidos  4,0.8473088
ponstin pediatrico susp frasco  100 mililitros,causalon ibu susporal  100 mililitros,0.9252761
ponstin pediatrico susp frasco  100 mililitros,pervino  jabliq  100 mililitros,0.9122385
ponstin pediatrico susp frasco  100 mililitros,plenovit vitamina c adcompmast  100,0.8966241
ponstinetas comprimidos masticables  16,dresan biotic comprimidos  16,0.9395868
ponstinetas comprimidos masticables  16,terfenadina dg comprimidos  16,0.9220192
ponstinetas comprimidos masticables  16,intal nebu apnebul  16,0.90729123
praxant 25 25 miligramos comprimidos  60,mosar 25 miligramos comprimidos recubierto  60,0.8977302
praxant 25 25 miligramos comprimidos  60,rabloc 20 miligramos comprimidos  60,0.852828
praxant 25 25 miligramos comprimidos  60,rabloc 10 miligramos comprimidos  60,0.8506675
praxant 5 miligramos 5 miligramos comprimidos  60,idesole ii 45 miligramos comprimidos  60,0.84141684
praxant 5 miligramos 5 miligramos comprimidos  60,palite  400 miligramos comprimidos  5,0.83399874
praxant 5 miligramos 5 miligramos comprimidos  60,misile 750 miligramos comprimidos recubierto  5,0.8330367
principia 150 miligramos cpsulas  30,acotral 10 miligramos comprimidos  30,0.86788666
principia 150 miligramos cpsulas  30,palite  100 miligramos comprimidos  30,0.86241204
principia 150 miligramos cpsulas  30,olane xr 25 miligramos comprimidos  30,0.8584114
principia 25 miligramos cpsulas  30,mosar 25 miligramos comprimidos recubierto  30,0.95717794
principia 25 miligramos cpsulas  30,olane xr 25 miligramos comprimidos  30,0.95511574
principia 25 miligramos cpsulas  30,normital 25 miligramos comprimidos  30,0.9538625
principia 300 miligramos cpsulas  30,acotral 10 miligramos comprimidos  30,0.8693764
principia 300 miligramos cpsulas  30,palite  100 miligramos comprimidos  30,0.8640937
principia 300 miligramos cpsulas  30,teosona 300 miligramos dividosis comprimidos  20,0.86320835
principia 75 miligramos cpsulas  30,acotral 10 miligramos comprimidos  30,0.8660807
principia 75 miligramos cpsulas  30,palite  100 miligramos comprimidos  30,0.8592616
principia 75 miligramos cpsulas  30,mosar 25 miligramos comprimidos recubierto  30,0.8581552
principia 75 miligramos cpsulas  60,nefazan 75 miligramos comprimidos  60,0.9278443
principia 75 miligramos cpsulas  60,mosar 25 miligramos comprimidos recubierto  60,0.85840887
principia 75 miligramos cpsulas  60,idesole ii 45 miligramos comprimidos  60,0.85819155
principia practidosis 75 miligramos comprimidos birranurados  30,acotral 10 miligramos comprimidos  30,0.87355584
principia practidosis 75 miligramos comprimidos birranurados  30,palite  100 miligramos comprimidos  30,0.87063944
principia practidosis 75 miligramos comprimidos birranurados  30,quepaz 25 miligramos comprimidos recubierto  30,0.8645989
progest cpsulas blandas  30,plenovit melatonina comprimidos  30,0.9438243
progest cpsulas blandas  30,pulsar plus gotas  30 mililitros,0.93747276
progest cpsulas blandas  30,plenovit vitamina c adcompmast  30,0.93412787
progest 200 miligramos cpsulas blandas  15,pioglit 30 miligramos comprimidos  15,0.85324615
progest 200 miligramos cpsulas blandas  15,inastmol 200 miligramos comprimidos  20,0.852701
progest 200 miligramos cpsulas blandas  15,pioglit 15 miligramos comprimidos  30,0.8517961
progest 200 miligramos cpsulas blandas  30,quepaz 200 miligramos comprimidos recubierto  30,0.9488783
progest 200 miligramos cpsulas blandas  30,dafe  200 miligramos compdispers  30,0.9480544
progest 200 miligramos cpsulas blandas  30,olane xr 25 miligramos comprimidos  30,0.8563699
rabec 10 miligramos  28 comprimidos rec,rudoxil crema 10 miligramos capsulas  28,0.9408876
rabec 10 miligramos  28 comprimidos rec,dafe  10 miligramos comprimidos  30,0.88319045
rabec 10 miligramos  28 comprimidos rec,mezine xr 75 miligramos comprimidos  28,0.8810791
rabec 20 miligramos  28 comprimidos rec,rudoxil crema 20 miligramos capsulas  28,0.9345453
rabec 20 miligramos  28 comprimidos rec,mefeni  20 miligramos comprimidos recubierto  20,0.8794331
rabec 20 miligramos  28 comprimidos rec,olane 20 miligramos comprimidos recubierto  10,0.87903583
rabloc 10 miligramos  30 comprimidos rec,dafe  10 miligramos comprimidos  30,0.9811153
rabloc 10 miligramos  30 comprimidos rec,acotral 10 miligramos comprimidos  30,0.9793931
rabloc 10 miligramos  30 comprimidos rec,loreme  antialergico 10 miligramos comprimidos  30,0.9624309
rabloc 20 miligramos  30 comprimidos rec,olane 20 miligramos comprimidos recubierto  30,0.9740095
rabloc 20 miligramos  30 comprimidos rec,idesole 30 miligramos comprimidos recubierto  20,0.971553
rabloc 20 miligramos  30 comprimidos rec,olmec 20 miligramos comprimidos  30,0.96309465
rapila  gotas  10 mililitros,modernel gotas  10 mililitros,0.9706569
rapila  gotas  10 mililitros,megale  antiacido compmast  10,0.914981
rapila  gotas  10 mililitros,doxtran gesic comprimidos recubierto  10,0.9076073
rapila  gotas  50 mililitros,inteligen ginseng fuerte comprimidos recubierto  50,0.8910886
rapila  gotas  50 mililitros,doxtran gel pomo  50 gramos,0.87699765
rapila  gotas  50 mililitros,causalon comprimidos  50,0.8767382
ratisalil crema 150 gramos,pervino  aer  150 mililitros,0.9238393
ratisalil crema 150 gramos,pervisept aerosol aerosol  150 mililitros,0.90424556
ratisalil crema 150 gramos,mezine xr 150 miligramos comprimidos  14,0.8212328
ratisalil crema  40 gramos,feparil gel pomo  40 gramos,0.95477706
ratisalil crema  40 gramos,pervicol toallas toallas antibacter  40,0.9304752
ratisalil crema  40 gramos,pulsar plus comprimidos  40,0.9232756
ratisalil flex crema  40 gramos,feparil gel pomo  40 gramos,0.9237925
ratisalil flex crema  40 gramos,pervicol toallas toallas antibacter  40,0.9213651
ratisalil flex crema  40 gramos,pulsar reflu  comprimidos  40,0.9145184
ratisalil gel  40 gramos,feparil gel pomo  40 gramos,0.965562
ratisalil gel  40 gramos,pervicol toallas toallas antibacter  40,0.90948683
ratisalil gel  40 gramos,pulsar plus comprimidos  40,0.9064981
ratisalil cbd crema  150 gramos,pervino  aer  150 mililitros,0.92875004
ratisalil cbd crema  150 gramos,pervisept aerosol aerosol  150 mililitros,0.9056572
ratisalil cbd crema  150 gramos,mezine xr 150 miligramos comprimidos  14,0.8450056
ratisalil cbd ratisalil cbd crema tradepack  6,doxtran b 12 inyeccion frasco ampolla  6,0.7840703
ratisalil cbd ratisalil cbd crema tradepack  6,aminofilin 200 miligramos inyectable  6,0.77389044
ratisalil cbd ratisalil cbd crema tradepack  6,impedil 250 miligramos inyectable  6  2 mililitros,0.7634753
ratisalil d gel  40 gramos,feparil gel pomo  40 gramos,0.96792483
ratisalil d gel  40 gramos,pervicol toallas toallas antibacter  40,0.91158783
ratisalil d gel  40 gramos,pulsar plus comprimidos  40,0.9101857
regenesis 70 miligramos comprimidos  4,doxolbran 4 miligramos comprimidos  30,0.8758584
regenesis 70 miligramos comprimidos  4,nefazan 300 miligramos comprimidos  4,0.8631615
regenesis 70 miligramos comprimidos  4,emivo  4 miligramos a  1,0.8483123
remivo  15 miligramos  28 comprimidos rec,idesole ii 45 miligramos comprimidos  15,0.8776693
remivo  15 miligramos  28 comprimidos rec,pioglit 15 miligramos comprimidos  30,0.8775454
remivo  15 miligramos  28 comprimidos rec,pioglit 15 miligramos comprimidos  15,0.8766534
remivo  20 miligramos  28 comprimidos rec,rudoxil crema 20 miligramos capsulas  28,0.92222244
remivo  20 miligramos  28 comprimidos rec,mefeni  20 miligramos comprimidos recubierto  20,0.88154614
remivo  20 miligramos  28 comprimidos rec,idesole 30 miligramos comprimidos recubierto  20,0.8765706
remivo  10 miligramos  10 comprimidos rec,quepaz 25 miligramos comprimidos recubierto  10,0.874663
remivo  10 miligramos  10 comprimidos rec,quepaz 100 miligramos comprimidos recubierto  10,0.8746314
remivo  10 miligramos  10 comprimidos rec,olane 20 miligramos comprimidos recubierto  10,0.8742167
remivo  10 miligramos  30 comprimidos rec,dafe  10 miligramos comprimidos  30,0.97691685
remivo  10 miligramos  30 comprimidos rec,acotral 10 miligramos comprimidos  30,0.9713833
remivo  10 miligramos  30 comprimidos rec,loreme  antialergico 10 miligramos comprimidos  30,0.95093143
restelea 050 miligramos comprimidos  20,olane 20 miligramos comprimidos recubierto  30,0.876973
restelea 050 miligramos comprimidos  20,acotral 10 miligramos comprimidos  20,0.87685424
restelea 050 miligramos comprimidos  20,olane 20 miligramos comprimidos recubierto  10,0.8765624
restelea 1 miligramos comprimidos  20,doxolbran 1 miligramos comprimidos  20,0.9436856
restelea 1 miligramos comprimidos  20,idesole 30 miligramos comprimidos recubierto  20,0.8836337
restelea 1 miligramos comprimidos  20,olane 20 miligramos comprimidos recubierto  30,0.8829393
restelea 1 miligramos comprimidos  60,mosar 1% pvopsusporal  60 mililitros,0.9234499
restelea 1 miligramos comprimidos  60,kalter 40 miligramos comprimidos recubierto  60,0.8842845
restelea 1 miligramos comprimidos  60,idesole 30 miligramos comprimidos recubierto  60,0.88336885
restelea 2 miligramos comprimidos  20,omate  20 miligramos jeringa prellenada  2,0.9445561
restelea 2 miligramos comprimidos  20,idesole 30 miligramos comprimidos recubierto  20,0.8834727
restelea 2 miligramos comprimidos  20,olane 20 miligramos comprimidos recubierto  30,0.8821264
restelea 2 miligramos comprimidos  60,kalter 40 miligramos comprimidos recubierto  60,0.8838179
restelea 2 miligramos comprimidos  60,idesole 30 miligramos comprimidos recubierto  60,0.883285
restelea 2 miligramos comprimidos  60,idesole ii 45 miligramos comprimidos  60,0.88136655
restelea 3 miligramos comprimidos  20,idesole 30 miligramos comprimidos recubierto  20,0.884674
restelea 3 miligramos comprimidos  20,olane 20 miligramos comprimidos recubierto  30,0.88277906
restelea 3 miligramos comprimidos  20,mefeni  20 miligramos comprimidos recubierto  20,0.88198817
restelea 3 miligramos comprimidos  60,idesole 30 miligramos comprimidos recubierto  60,0.8848472
restelea 3 miligramos comprimidos  60,kalter 40 miligramos comprimidos recubierto  60,0.8840635
restelea 3 miligramos comprimidos  60,mosar 25 miligramos comprimidos recubierto  60,0.88031936
rino  b nebu gotas para nebulizar  20 mililitros,doxtran gesic comprimidos recubierto  20,0.934501
rino  b nebu gotas para nebulizar  20 mililitros,neumote  nebu envase  20 mililitros,0.93429184
rino  b nebu gotas para nebulizar  20 mililitros,doxtran flex comprimidos recubierto  20,0.92900383
rino  b aerosol nasal 100 microgramo  100 dosis,neumote  nasal ped 50 microgramo spray  100 dosis,0.86863834
rino  b aerosol nasal 100 microgramo  100 dosis,neumote  nasal spray  100 dosis,0.8543589
rino  b aerosol nasal 100 microgramo  100 dosis,omate  100 miligramos jeringa prellenada  10,0.81854707
rino  b aerosol nasal 50 microgramo  200 dosis,neumote  nasal ped 50 microgramo spray  200 dosis,0.9693473
rino  b aerosol nasal 50 microgramo  200 dosis,teosona 200 miligramos dividosis comprimidos  50,0.8824198
rino  b aerosol nasal 50 microgramo  200 dosis,ventoplus aerosol 45 microgramo dosis  200,0.87739396
